================================================================================
P: A football player tackles an member of the opposing team .
H: People playing football .
label=1, predicted=1, correct
f=bigram_smiling_at, v=1, w=0.052202458855963765, v*w=0.052202458855963765
f=bigram_man_is, v=1, w=0.05138160861639206, v*w=0.05138160861639206
f=bigram_the_sight, v=1, w=0.048471171071076735, v*w=0.048471171071076735
f=bigram_sight_of, v=1, w=0.048471171071076735, v*w=0.048471171071076735
f=bigram_a_plate, v=1, w=0.04633255892473161, v*w=0.04633255892473161
f=unigram_him, v=1, w=0.04504630314384048, v*w=0.04504630314384048
f=unigram_sight, v=1, w=0.03897130076419448, v*w=0.03897130076419448
f=unigram_happy, v=1, w=0.02057446918576848, v*w=0.02057446918576848
f=bigram_plate_of, v=1, w=0.018564256663143153, v*w=0.018564256663143153
f=bigram_food_before, v=1, w=0, v*w=0
f=bigram_before_him, v=1, w=0, v*w=0
f=bigram_happy_by, v=1, w=0, v*w=0
f=negation_s1, v=0, w=0.22485757777299273, v*w=0.0
f=negation_s2, v=0, w=-0.10855617187754155, v*w=-0.0
f=bigram_an_apron, v=1, w=-0.00036461191761067314, v*w=-0.00036461191761067314
f=unigram_plate, v=1, w=-0.002164669363421099, v*w=-0.002164669363421099
f=unigram_a, v=1, w=-0.0024239052585922536, v*w=-0.0024239052585922536
f=bigram_him_., v=1, w=-0.010666575750902647, v*w=-0.010666575750902647
f=unigram_at, v=1, w=-0.0217453823726876, v*w=-0.0217453823726876
f=unigram_wearing, v=1, w=-0.05100125722308318, v*w=-0.05100125722308318
f=unigram_food, v=2, w=-0.034498503649108954, v*w=-0.06899700729821791
f=unigram_of, v=2, w=-0.05210813364358563, v*w=-0.10421626728717126
f=bigram_is_happy, v=1, w=-0.10674185941849451, v*w=-0.10674185941849451
f=bigram_apron_is, v=1, w=-0.1078658478484942, v*w=-0.1078658478484942
f=unigram_an, v=1, w=-0.1150717082369504, v*w=-0.1150717082369504
f=unigram_before, v=1, w=-0.11599826658694141, v*w=-0.11599826658694141
f=bigram_the_food, v=1, w=-0.13843012316155076, v*w=-0.13843012316155076
f=bigram_is_smiling, v=1, w=-0.143690850661858, v*w=-0.143690850661858
f=bigram_at_a, v=1, w=-0.15317639340581699, v*w=-0.15317639340581699
f=bigram_man_wearing, v=1, w=-0.17771751415576964, v*w=-0.17771751415576964
f=bigram_wearing_an, v=1, w=-0.17892099173771264, v*w=-0.17892099173771264
f=unigram_is, v=2, w=-0.1087656479607868, v*w=-0.2175312959215736
f=unigram_the, v=1, w=-0.22461032956469507, v*w=-0.22461032956469507
f=bigram_the_man, v=1, w=-0.26077279290460015, v*w=-0.26077279290460015
================================================================================
P: These three men dressed in blue , yellow and white , are playing a sport .
H: The men are playing football .
label=0, predicted=1, wrong
f=bigram_are_playing, v=2, w=0.2231982647481172, v*w=0.4463965294962344
f=unigram_., v=2, w=0.15389083143632556, v*w=0.30778166287265113
f=bigram_men_dressed, v=1, w=0.2919275079947046, v*w=0.2919275079947046
f=unigram_sport, v=1, w=0.2767693781610365, v*w=0.2767693781610365
f=bigram_football_., v=1, w=0.24224548351228203, v*w=0.24224548351228203
f=unigram_football, v=1, w=0.2388238680134326, v*w=0.2388238680134326
f=bigram_yellow_and, v=1, w=0.2250430068854973, v*w=0.2250430068854973
f=bigram_dressed_in, v=1, w=0.19053338217764598, v*w=0.19053338217764598
f=bigram_sport_., v=1, w=0.17084889234098766, v*w=0.17084889234098766
f=bigram_a_sport, v=1, w=0.1524097510512907, v*w=0.1524097510512907
f=bigram_men_are, v=1, w=0.1378193633375358, v*w=0.1378193633375358
f=bigram_playing_a, v=1, w=0.1376726942668301, v*w=0.1376726942668301
f=unigram_three, v=1, w=0.13693708289933057, v*w=0.13693708289933057
f=unigram_white, v=1, w=0.10680748882731173, v*w=0.10680748882731173
f=bigram_,_yellow, v=1, w=0.10109881097826233, v*w=0.10109881097826233
f=unigram_yellow, v=1, w=0.09997060169943839, v*w=0.09997060169943839
f=bigram_playing_football, v=1, w=0.07493669276630868, v*w=0.07493669276630868
f=unigram_playing, v=2, w=0.030992236070607, v*w=0.061984472141214
f=unigram_dressed, v=1, w=0.05923610848048953, v*w=0.05923610848048953
f=bigram_and_white, v=1, w=0.05236378663859645, v*w=0.05236378663859645
f=unigram_blue, v=1, w=0.04244902163888029, v*w=0.04244902163888029
f=bigram_white_,, v=1, w=0.011223427828799301, v*w=0.011223427828799301
f=negation_s1, v=0, w=0.22485757777299273, v*w=0.0
f=negation_s2, v=0, w=-0.10855617187754155, v*w=-0.0
f=unigram_a, v=1, w=-0.0024239052585922536, v*w=-0.0024239052585922536
f=bigram_blue_,, v=1, w=-0.012731773355333112, v*w=-0.012731773355333112
f=bigram_these_three, v=1, w=-0.03265085622965349, v*w=-0.03265085622965349
f=unigram_,, v=2, w=-0.0210107357906898, v*w=-0.0420214715813796
f=unigram_men, v=2, w=-0.028411978133876824, v*w=-0.05682395626775365
f=unigram_and, v=1, w=-0.0751160091009072, v*w=-0.0751160091009072
f=unigram_in, v=1, w=-0.08602513351516965, v*w=-0.08602513351516965
f=bigram_three_men, v=1, w=-0.13770090616077052, v*w=-0.13770090616077052
f=bigram_in_blue, v=1, w=-0.1599927228155547, v*w=-0.1599927228155547
f=unigram_the, v=1, w=-0.22461032956469507, v*w=-0.22461032956469507
f=unigram_these, v=1, w=-0.22895656872618006, v*w=-0.22895656872618006
f=bigram_the_men, v=1, w=-0.22902082880999106, v*w=-0.22902082880999106
f=bigram_,_are, v=1, w=-0.29436141552485995, v*w=-0.29436141552485995
f=unigram_are, v=2, w=-0.30915512766677145, v*w=-0.6183102553335429
================================================================================
P: Two girls are playing tug-of-war and losing as the girl in front is drug into a muddy puddle of water .
H: Some girls are competing .
label=1, predicted=0, wrong
f=bigram_water_., v=1, w=0.40015636041424335, v*w=0.40015636041424335
f=unigram_., v=2, w=0.15389083143632556, v*w=0.30778166287265113
f=bigram_are_playing, v=1, w=0.2231982647481172, v*w=0.2231982647481172
f=unigram_some, v=1, w=0.15456915004132563, v*w=0.15456915004132563
f=unigram_girls, v=2, w=0.07342153481640559, v*w=0.14684306963281119
f=bigram_in_front, v=1, w=0.14264428437832066, v*w=0.14264428437832066
f=unigram_two, v=1, w=0.12260180446350935, v*w=0.12260180446350935
f=bigram_girl_in, v=1, w=0.09881265715339096, v*w=0.09881265715339096
f=unigram_tug-of-war, v=1, w=0.0949757340059137, v*w=0.0949757340059137
f=bigram_playing_tug-of-war, v=1, w=0.09404958644105535, v*w=0.09404958644105535
f=unigram_girl, v=1, w=0.03467335795491539, v*w=0.03467335795491539
f=bigram_puddle_of, v=1, w=0.03230646898908872, v*w=0.03230646898908872
f=unigram_playing, v=1, w=0.030992236070607, v*w=0.030992236070607
f=bigram_a_muddy, v=1, w=0.02904755220301459, v*w=0.02904755220301459
f=unigram_muddy, v=1, w=0.02825332897996296, v*w=0.02825332897996296
f=bigram_some_girls, v=1, w=0.018506756527467957, v*w=0.018506756527467957
f=unigram_competing, v=1, w=0.01637377628050638, v*w=0.01637377628050638
f=unigram_water, v=1, w=0.0110190220538336, v*w=0.0110190220538336
f=bigram_are_competing, v=1, w=0.00795107512143233, v*w=0.00795107512143233
f=unigram_losing, v=1, w=0.007861036614784347, v*w=0.007861036614784347
f=unigram_as, v=1, w=0.0029848788575000825, v*w=0.0029848788575000825
f=bigram_is_drug, v=1, w=0, v*w=0
f=bigram_muddy_puddle, v=1, w=0, v*w=0
f=bigram_and_losing, v=1, w=0, v*w=0
f=bigram_tug-of-war_and, v=1, w=0, v*w=0
f=bigram_drug_into, v=1, w=0, v*w=0
f=bigram_losing_as, v=1, w=0, v*w=0
f=negation_s1, v=0, w=0.22485757777299273, v*w=0.0
f=negation_s2, v=0, w=-0.10855617187754155, v*w=-0.0
f=bigram_of_water, v=1, w=-0.0022509314358267764, v*w=-0.0022509314358267764
f=unigram_a, v=1, w=-0.0024239052585922536, v*w=-0.0024239052585922536
f=bigram_two_girls, v=1, w=-0.0071729936247111005, v*w=-0.0071729936247111005
f=unigram_drug, v=1, w=-0.01631058805594414, v*w=-0.01631058805594414
f=bigram_front_is, v=1, w=-0.01859736778689595, v*w=-0.01859736778689595
f=unigram_of, v=1, w=-0.05210813364358563, v*w=-0.05210813364358563
f=unigram_and, v=1, w=-0.0751160091009072, v*w=-0.0751160091009072
f=unigram_in, v=1, w=-0.08602513351516965, v*w=-0.08602513351516965
f=bigram_competing_., v=1, w=-0.09076157733521184, v*w=-0.09076157733521184
f=bigram_into_a, v=1, w=-0.09682223326231609, v*w=-0.09682223326231609
f=unigram_is, v=1, w=-0.1087656479607868, v*w=-0.1087656479607868
f=unigram_into, v=1, w=-0.14565777871916058, v*w=-0.14565777871916058
f=bigram_as_the, v=1, w=-0.1459102144117691, v*w=-0.1459102144117691
f=bigram_the_girl, v=1, w=-0.14604512435850414, v*w=-0.14604512435850414
f=unigram_front, v=1, w=-0.15463392971701118, v*w=-0.15463392971701118
f=bigram_girls_are, v=2, w=-0.08302689326515415, v*w=-0.1660537865303083
f=unigram_the, v=1, w=-0.22461032956469507, v*w=-0.22461032956469507
f=unigram_puddle, v=1, w=-0.2494147665896978, v*w=-0.2494147665896978
f=unigram_are, v=2, w=-0.30915512766677145, v*w=-0.6183102553335429
================================================================================
P: A man is holding a very long leash attached to a very large dog who is smelling the grass .
H: A man is walking a brown dog
label=0, predicted=0, correct
f=bigram_a_man, v=2, w=0.16304572728321168, v*w=0.32609145456642336
f=bigram_brown_dog, v=1, w=0.2932928442284732, v*w=0.2932928442284732
f=bigram_is_holding, v=1, w=0.2754517290894173, v*w=0.2754517290894173
f=bigram_is_walking, v=1, w=0.2598841835691609, v*w=0.2598841835691609
f=bigram_the_grass, v=1, w=0.2159550347515797, v*w=0.2159550347515797
f=unigram_man, v=2, w=0.09125296665009319, v*w=0.18250593330018638
f=unigram_leash, v=1, w=0.17266198149230566, v*w=0.17266198149230566
f=unigram_., v=1, w=0.15389083143632556, v*w=0.15389083143632556
f=bigram_man_is, v=2, w=0.05138160861639206, v*w=0.10276321723278412
f=unigram_grass, v=1, w=0.10257865311569789, v*w=0.10257865311569789
f=unigram_smelling, v=1, w=0.06857265302659947, v*w=0.06857265302659947
f=bigram_is_smelling, v=1, w=0.06857265302659947, v*w=0.06857265302659947
f=unigram_holding, v=1, w=0.06563157717938507, v*w=0.06563157717938507
f=bigram_attached_to, v=1, w=0.06104470667149228, v*w=0.06104470667149228
f=bigram_leash_attached, v=1, w=0.041400623261726104, v*w=0.041400623261726104
f=bigram_who_is, v=1, w=0.037987982843736834, v*w=0.037987982843736834
f=bigram_walking_a, v=1, w=0.02987137581720861, v*w=0.02987137581720861
f=bigram_large_dog, v=1, w=0.010392798930865095, v*w=0.010392798930865095
f=bigram_to_a, v=1, w=0.0015750532160762939, v*w=0.0015750532160762939
f=bigram_long_leash, v=1, w=0, v*w=0
f=bigram_smelling_the, v=1, w=0, v*w=0
f=bigram_very_long, v=1, w=0, v*w=0
f=negation_s1, v=0, w=0.22485757777299273, v*w=0.0
f=negation_s2, v=0, w=-0.10855617187754155, v*w=-0.0
f=unigram_brown, v=1, w=-0.001446645130657947, v*w=-0.001446645130657947
f=unigram_a, v=3, w=-0.0024239052585922536, v*w=-0.00727171577577676
f=unigram_attached, v=1, w=-0.017116252960219253, v*w=-0.017116252960219253
f=unigram_who, v=1, w=-0.02970155020950331, v*w=-0.02970155020950331
f=bigram_dog_who, v=1, w=-0.03772859586161762, v*w=-0.03772859586161762
f=bigram_a_very, v=2, w=-0.020217761141948856, v*w=-0.04043552228389771
f=unigram_large, v=1, w=-0.04553672930524437, v*w=-0.04553672930524437
f=unigram_walking, v=1, w=-0.048020427955048656, v*w=-0.048020427955048656
f=unigram_long, v=1, w=-0.07443982262937873, v*w=-0.07443982262937873
f=unigram_dog, v=2, w=-0.04926293074547648, v*w=-0.09852586149095297
f=bigram_holding_a, v=1, w=-0.1545705801716364, v*w=-0.1545705801716364
f=unigram_the, v=1, w=-0.22461032956469507, v*w=-0.22461032956469507
f=bigram_very_large, v=1, w=-0.2425789558499286, v*w=-0.2425789558499286
f=unigram_is, v=3, w=-0.1087656479607868, v*w=-0.3262969438823604
f=bigram_a_brown, v=1, w=-0.349837335647973, v*w=-0.349837335647973
f=bigram_grass_., v=1, w=-0.358666144670045, v*w=-0.358666144670045
f=unigram_to, v=1, w=-0.48944732742029523, v*w=-0.48944732742029523
f=unigram_very, v=2, w=-0.29008169173206816, v*w=-0.5801633834641363
================================================================================
P: Three men ; one pedaling while playing drums , one playing piano and one both pedaling and steering , move a type of mobile band down a street .
H: Three men are playing outside
label=1, predicted=0, wrong
f=unigram_three, v=2, w=0.13693708289933057, v*w=0.27387416579866114
f=bigram_are_playing, v=1, w=0.2231982647481172, v*w=0.2231982647481172
f=unigram_outside, v=1, w=0.19064031592173877, v*w=0.19064031592173877
f=unigram_., v=1, w=0.15389083143632556, v*w=0.15389083143632556
f=unigram_down, v=1, w=0.15181193892975275, v*w=0.15181193892975275
f=unigram_move, v=1, w=0.14732747300595292, v*w=0.14732747300595292
f=unigram_;, v=1, w=0.1401549429155779, v*w=0.1401549429155779
f=bigram_men_are, v=1, w=0.1378193633375358, v*w=0.1378193633375358
f=unigram_one, v=3, w=0.043556720669348556, v*w=0.13067016200804565
f=bigram_,_one, v=1, w=0.11100274319098735, v*w=0.11100274319098735
f=unigram_playing, v=3, w=0.030992236070607, v*w=0.092976708211821
f=bigram_playing_outside, v=1, w=0.07632032271564339, v*w=0.07632032271564339
f=unigram_band, v=1, w=0.07438965462448928, v*w=0.07438965462448928
f=unigram_piano, v=1, w=0.07240300539485657, v*w=0.07240300539485657
f=unigram_pedaling, v=2, w=0.03495939541268543, v*w=0.06991879082537086
f=bigram_playing_piano, v=1, w=0.06636325970530006, v*w=0.06636325970530006
f=bigram_street_., v=1, w=0.049692966448765544, v*w=0.049692966448765544
f=bigram_,_move, v=1, w=0.04671625284243679, v*w=0.04671625284243679
f=bigram_men_;, v=1, w=0.03958279621167567, v*w=0.03958279621167567
f=unigram_street, v=1, w=0.03498371651720185, v*w=0.03498371651720185
f=bigram_piano_and, v=1, w=0.029510377895714972, v*w=0.029510377895714972
f=bigram_a_street, v=1, w=0.029280623273448193, v*w=0.029280623273448193
f=unigram_while, v=1, w=0.006772260201241698, v*w=0.006772260201241698
f=bigram_mobile_band, v=1, w=0, v*w=0
f=bigram_and_steering, v=1, w=0, v*w=0
f=bigram_pedaling_while, v=1, w=0, v*w=0
f=bigram_one_both, v=1, w=0, v*w=0
f=bigram_a_type, v=1, w=0, v*w=0
f=bigram_both_pedaling, v=1, w=0, v*w=0
f=bigram_steering_,, v=1, w=0, v*w=0
f=bigram_pedaling_and, v=1, w=0, v*w=0
f=bigram_of_mobile, v=1, w=0, v*w=0
f=bigram_one_pedaling, v=1, w=0, v*w=0
f=bigram_band_down, v=1, w=0, v*w=0
f=negation_s1, v=0, w=0.22485757777299273, v*w=0.0
f=negation_s2, v=0, w=-0.10855617187754155, v*w=-0.0
f=unigram_a, v=2, w=-0.0024239052585922536, v*w=-0.004847810517184507
f=unigram_steering, v=1, w=-0.017816972722265175, v*w=-0.017816972722265175
f=bigram_move_a, v=1, w=-0.02881793427174012, v*w=-0.02881793427174012
f=bigram_drums_,, v=1, w=-0.03472179615584232, v*w=-0.03472179615584232
f=unigram_mobile, v=1, w=-0.03742747972292776, v*w=-0.03742747972292776
f=unigram_,, v=2, w=-0.0210107357906898, v*w=-0.0420214715813796
f=unigram_of, v=1, w=-0.05210813364358563, v*w=-0.05210813364358563
f=bigram_;_one, v=1, w=-0.052916309154335324, v*w=-0.052916309154335324
f=unigram_men, v=2, w=-0.028411978133876824, v*w=-0.05682395626775365
f=bigram_one_playing, v=1, w=-0.08096448940465484, v*w=-0.08096448940465484
f=bigram_playing_drums, v=1, w=-0.1065977662171903, v*w=-0.1065977662171903
f=unigram_both, v=1, w=-0.11669905474271518, v*w=-0.11669905474271518
f=bigram_while_playing, v=1, w=-0.1399789669061861, v*w=-0.1399789669061861
f=bigram_type_of, v=1, w=-0.1413775735056331, v*w=-0.1413775735056331
f=unigram_and, v=2, w=-0.0751160091009072, v*w=-0.1502320182018144
f=unigram_drums, v=1, w=-0.23575163793717627, v*w=-0.23575163793717627
f=unigram_type, v=1, w=-0.2678159895238071, v*w=-0.2678159895238071
f=bigram_three_men, v=2, w=-0.13770090616077052, v*w=-0.27540181232154104
f=bigram_down_a, v=1, w=-0.27769079169406413, v*w=-0.27769079169406413
f=bigram_and_one, v=1, w=-0.2903056484449939, v*w=-0.2903056484449939
f=unigram_are, v=1, w=-0.30915512766677145, v*w=-0.30915512766677145
================================================================================
P: A man with an orange jacket , takes the photo of four women , and a man in a greenish yellow suite .
H: A man is photographing five people .
label=1, predicted=1, correct
f=bigram_a_man, v=2, w=0.16304572728321168, v*w=0.32609145456642336
f=unigram_., v=2, w=0.15389083143632556, v*w=0.30778166287265113
f=bigram_people_., v=1, w=0.3047124764296503, v*w=0.3047124764296503
f=unigram_people, v=1, w=0.28882961393253187, v*w=0.28882961393253187
f=unigram_man, v=3, w=0.09125296665009319, v*w=0.2737588999502796
f=unigram_four, v=1, w=0.20522425229360688, v*w=0.20522425229360688
f=bigram_jacket_,, v=1, w=0.1817829759030537, v*w=0.1817829759030537
f=bigram_man_with, v=1, w=0.1609348185693526, v*w=0.1609348185693526
f=bigram_,_and, v=1, w=0.11876708611131494, v*w=0.11876708611131494
f=bigram_of_four, v=1, w=0.11318556213230985, v*w=0.11318556213230985
f=unigram_yellow, v=1, w=0.09997060169943839, v*w=0.09997060169943839
f=unigram_women, v=1, w=0.08677163771511837, v*w=0.08677163771511837
f=bigram_and_a, v=1, w=0.07472984430831016, v*w=0.07472984430831016
f=unigram_greenish, v=1, w=0.06211343505673741, v*w=0.06211343505673741
f=bigram_a_greenish, v=1, w=0.06211343505673741, v*w=0.06211343505673741
f=bigram_man_in, v=1, w=0.06080882426598919, v*w=0.06080882426598919
f=bigram_in_a, v=1, w=0.05844301263471668, v*w=0.05844301263471668
f=bigram_man_is, v=1, w=0.05138160861639206, v*w=0.05138160861639206
f=unigram_photo, v=1, w=0.03594792017431412, v*w=0.03594792017431412
f=bigram_five_people, v=1, w=0.03363651450381981, v*w=0.03363651450381981
f=bigram_yellow_suite, v=1, w=0.030452056109086304, v*w=0.030452056109086304
f=unigram_five, v=1, w=0.027602767973201152, v*w=0.027602767973201152
f=bigram_takes_the, v=1, w=0.008762798566262869, v*w=0.008762798566262869
f=bigram_greenish_yellow, v=1, w=0, v*w=0
f=bigram_suite_., v=1, w=0, v*w=0
f=bigram_photographing_five, v=1, w=0, v*w=0
f=negation_s1, v=0, w=0.22485757777299273, v*w=0.0
f=negation_s2, v=0, w=-0.10855617187754155, v*w=-0.0
f=unigram_a, v=2, w=-0.0024239052585922536, v*w=-0.004847810517184507
f=bigram_with_an, v=1, w=-0.008267319119328799, v*w=-0.008267319119328799
f=unigram_suite, v=1, w=-0.01776644747038134, v*w=-0.01776644747038134
f=unigram_with, v=1, w=-0.017849579505314447, v*w=-0.017849579505314447
f=bigram_an_orange, v=1, w=-0.025847327932023767, v*w=-0.025847327932023767
f=bigram_four_women, v=1, w=-0.03029633326929816, v*w=-0.03029633326929816
f=unigram_jacket, v=1, w=-0.030645588506431096, v*w=-0.030645588506431096
f=unigram_orange, v=1, w=-0.035683992462998415, v*w=-0.035683992462998415
f=unigram_,, v=2, w=-0.0210107357906898, v*w=-0.0420214715813796
f=bigram_is_photographing, v=1, w=-0.046839510345563606, v*w=-0.046839510345563606
f=unigram_photographing, v=1, w=-0.05170835187643384, v*w=-0.05170835187643384
f=unigram_of, v=1, w=-0.05210813364358563, v*w=-0.05210813364358563
f=unigram_takes, v=1, w=-0.059763037991965764, v*w=-0.059763037991965764
f=unigram_and, v=1, w=-0.0751160091009072, v*w=-0.0751160091009072
f=unigram_in, v=1, w=-0.08602513351516965, v*w=-0.08602513351516965
f=bigram_photo_of, v=1, w=-0.09613618709874351, v*w=-0.09613618709874351
f=bigram_the_photo, v=1, w=-0.10326733303757994, v*w=-0.10326733303757994
f=unigram_is, v=1, w=-0.1087656479607868, v*w=-0.1087656479607868
f=unigram_an, v=1, w=-0.1150717082369504, v*w=-0.1150717082369504
f=bigram_orange_jacket, v=1, w=-0.14287816203487858, v*w=-0.14287816203487858
f=bigram_women_,, v=1, w=-0.14743393202152474, v*w=-0.14743393202152474
f=bigram_,_takes, v=1, w=-0.15273150070847116, v*w=-0.15273150070847116
